candidate_id,name,email,phone,linkedin_url,portfolio_url,location_city,location_state,location_country,relocation_willingness,remote_preference,availability_status,total_experience_years,education_level,degrees,institutions,languages_spoken,primary_industry,sub_industries,skills_extracted,tools_and_technologies,certifications,top_titles_mentioned,domains_of_expertise,employment_history,semantic_summary,keywords_summary,career_stage,genai_relevance_score,medical_domain_score,construction_domain_score,cad_relevance_score,nlp_relevance_score,computer_vision_relevance_score,data_engineering_relevance_score,mlops_relevance_score,evidence_skills,evidence_domains,evidence_certifications,evidence_tools,source_channel,hiring_manager_notes,interview_feedback,offer_status,assigned_recruiter,resume_embedding_version,last_updated
CID0771,Skyler Martin,skyler.martin743@yahoo.com,(258) 754-7465,https://www.linkedin.com/in/skylermartin2523,https://github.com/skyler746,San Diego,CA,USA,Yes,Unknown,Notice (30 days),2.8,PhD,['MBA'],"['UT Austin', 'Governors State University']","['English', 'Arabic', 'French']",Manufacturing,"['Supply Chain', 'Plant Ops']","['SQL', 'Docker', 'Java', 'Data Warehousing', 'R', 'PyTorch', 'HIPAA', 'ETL', 'Flask', 'FHIR', 'Django', 'Kubernetes', 'Cerner']","['PostgreSQL', 'Milvus', 'LangGraph', 'Kafka', 'SageMaker', 'HuggingFace', 'BigQuery', 'GCP']",[],"['Data Engineer', 'Software Engineer', 'Backend Engineer']","['Data Engineering', 'NLP', 'GenAI']",[],"Skyler Martin has about 2.8 years of experience across Data Engineering, NLP, GenAI, working with SQL, Docker, Java, Data Warehousing and tools like PostgreSQL, Milvus, LangGraph.","['Kubernetes ops', 'ETL pipelines', 'AutoCAD automation', 'DevOps CI/CD', 'EHR analytics']",Mid,0.77,0.16,0.23,0.03,0.74,0.16,0.55,0.12,"['HIPAA in production', 'Used Milvus', 'Built ETL pipelines']","['Projects in Data Engineering', 'Industry: Manufacturing', 'Sub: Plant Ops']",[],"['PostgreSQL', 'BigQuery']",Career Page,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0772,Elliot Garcia,elliot.garcia271@proton.me,(612) 408-6705,https://www.linkedin.com/in/elliotgarcia2416,https://github.com/elliot837,Minneapolis,MN,USA,No,Onsite,Open,0.2,Master,"['M.S. Data Science', 'B.S. Information Systems']","['Harvard University', 'MIT']",['English'],Logistics,"['Warehousing', 'Fleet']","['HIPAA', 'CI/CD', 'Plotly', 'TensorFlow', 'Epic', 'Python', 'Matplotlib', 'SQL', 'FHIR', 'Data Warehousing']","['Airflow', 'HuggingFace', 'MongoDB', 'PostgreSQL']","['CKA', 'GCP Professional Data Engineer']","['AI Engineer', 'Backend Engineer']","['Healthcare IT', 'Data Engineering', 'Construction', 'Security']",[],"Elliot Garcia has about 0.2 years of experience across Healthcare IT, Data Engineering, Construction, working with HIPAA, CI/CD, Plotly, TensorFlow and tools like Airflow, HuggingFace, MongoDB.","['time-series forecasting', 'FHIR integration', 'EHR analytics', 'predictive modeling']",Entry,0.14,0.82,0.73,0.04,0.04,0.13,0.79,0.26,"['Matplotlib in production', 'Used Airflow', 'Built EHR analytics']","['Projects in Data Engineering', 'Industry: Logistics', 'Sub: Warehousing']","['CKA', 'GCP Professional Data Engineer']","['Airflow', 'Airflow']",Career Page,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0773,Alex Jones,alex.jones472@yahoo.com,(959) 261-8802,https://www.linkedin.com/in/alexjones7707,https://github.com/alex792,Houston,TX,USA,Unknown,Unknown,Unknown,3.6,HighSchool,['B.Eng. Civil Engineering'],['UC Berkeley'],"['English', 'Hindi']",Energy,"['Renewables', 'Oil & Gas']","['Kubernetes', 'Plotly', 'Matplotlib', 'SQL', 'GenAI', 'GraphQL', 'R', 'FastAPI', 'TensorFlow', 'Python', 'CI/CD', 'EHR']","['BigQuery', 'Vertex AI', 'Kafka', 'OpenAI API', 'HuggingFace', 'MongoDB', 'Airflow']",['GCP Professional Data Engineer'],['Backend Engineer'],"['CAD', 'Unknown', 'Data Engineering', 'Security']",[],"Alex Jones has about 3.6 years of experience across CAD, Unknown, Data Engineering, working with Kubernetes, Plotly, Matplotlib, SQL and tools like BigQuery, Vertex AI, Kafka.","['Kubernetes ops', 'ETL pipelines', 'time-series forecasting', 'vector search', 'AutoCAD automation']",Mid,0.18,0.08,0.03,0.8,0.19,0.23,0.74,0.17,"['CI/CD in production', 'Used BigQuery', 'Built vector search']","['Projects in Security', 'Industry: Energy', 'Sub: Renewables']",['GCP Professional Data Engineer'],"['Vertex AI', 'BigQuery']",Career Page,unknown,unknown,Unknown,unknown,unknown,2025-10-19
CID0774,Taylor Hernandez,taylor.hernandez445@icloud.com,(534) 801-1681,https://www.linkedin.com/in/taylorhernandez218,https://github.com/taylor367,Minneapolis,MN,USA,Unknown,Unknown,Unknown,5.5,PhD,['M.Eng. Civil Engineering'],['Georgia Tech'],['English'],Construction,['BIM'],"['HL7', 'R', 'Epic', 'CI/CD', 'Kubernetes', 'HIPAA', 'NLP', 'SQL', 'Flask', 'AutoCAD', 'Python', 'React', 'ETL']","['BigQuery', 'PostgreSQL', 'HuggingFace', 'GCP', 'Vertex AI', 'OpenAI API', 'Azure', 'Spark', 'Snowflake', 'SageMaker']","['GCP Professional Data Engineer', 'PMP', 'Azure Fundamentals']",['Data Scientist'],"['Software Engineering', 'Construction', 'GenAI']",[],"Taylor Hernandez has about 5.5 years of experience across Software Engineering, Construction, GenAI, working with HL7, R, Epic, CI/CD and tools like BigQuery, PostgreSQL, HuggingFace.","['ETL pipelines', 'vector search', 'DevOps CI/CD', 'RAG pipeline', 'FHIR integration', 'GraphQL APIs']",Mid,0.73,0.28,0.52,0.22,0.17,0.04,0.12,0.08,"['React in production', 'Used Snowflake', 'Built DevOps CI/CD']","['Projects in GenAI', 'Industry: Construction', 'Sub: BIM']","['GCP Professional Data Engineer', 'PMP', 'Azure Fundamentals']","['OpenAI API', 'Vertex AI']",Other,unknown,unknown,Unknown,unknown,unknown,2025-10-19
CID0775,Taylor Moore,taylor.moore997@yahoo.com,(478) 215-4961,https://www.linkedin.com/in/taylormoore5787,https://github.com/taylor325,Houston,TX,USA,No,Remote,Unknown,11.6,Diploma,['B.Eng. Civil Engineering'],"['Harvard University', 'UT Austin']","['English', 'French']",Government,['Civic Tech'],"['React', 'GenAI', 'Revit', 'Python', 'CI/CD', 'Cerner', 'R', 'PyTorch', 'Java', 'Matplotlib', 'ETL', 'HL7']","['Redis', 'AWS', 'Kafka', 'LangChain', 'SageMaker', 'Vertex AI']",['HIPAA'],['Data Engineer'],"['Unknown', 'CAD', 'Data Engineering', 'Software Engineering', 'MLOps']",[],"Taylor Moore has about 11.6 years of experience across Unknown, CAD, Data Engineering, working with React, GenAI, Revit, Python and tools like Redis, AWS, Kafka.","['RAG pipeline', 'FHIR integration', 'Realtime inference', 'GraphQL APIs']",Lead/Manager,0.11,0.14,0.1,0.51,0.16,0.17,0.73,0.64,"['PyTorch in production', 'Used SageMaker', 'Built FHIR integration']","['Projects in MLOps', 'Industry: Government', 'Sub: Civic Tech']",['HIPAA'],"['SageMaker', 'Kafka']",Agency,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0776,Avery Anderson,avery.anderson156@icloud.com,(807) 242-4124,https://www.linkedin.com/in/averyanderson2498,https://github.com/avery94,Miami,FL,USA,Unknown,Unknown,Open,8.9,PhD,['MBA'],"['Governors State University', 'UC Berkeley']","['English', 'Spanish']",Education,['Research'],"['CAD', 'SQL', 'NLP', 'Go', 'Power BI', 'HIPAA', 'ETL', 'R', 'GenAI']","['Elasticsearch', 'GCP', 'PostgreSQL', 'Spark', 'MongoDB', 'AWS', 'dbt']",[],['AI Engineer'],"['Security', 'Software Engineering']",[],"Avery Anderson has about 8.9 years of experience across Security, Software Engineering, working with CAD, SQL, NLP, Go and tools like Elasticsearch, GCP, PostgreSQL.","['vector search', 'AutoCAD automation', 'RAG pipeline', 'ETL pipelines', 'Kubernetes ops']",Senior,0.15,0.28,0.24,0.06,0.12,0.24,0.22,0.05,"['R in production', 'Used PostgreSQL', 'Built AutoCAD automation']","['Projects in Software Engineering', 'Industry: Education', 'Sub: Research']",[],"['PostgreSQL', 'Spark']",Other,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0777,Rowan Moore,rowan.moore35@yahoo.com,(767) 241-1514,https://www.linkedin.com/in/rowanmoore5904,https://github.com/rowan939,Austin,TX,USA,Unknown,Onsite,Employed,8.2,Bachelor,"['B.Eng. Civil Engineering', 'M.Eng. Civil Engineering']",['Stanford University'],"['English', 'Mandarin']",Retail,"['Loyalty', 'Inventory', 'eCommerce']","['NLP', 'Docker', 'HIPAA', 'R', 'FastAPI', 'Flask', 'Data Warehousing', 'Epic', 'FHIR', 'GraphQL', 'Java', 'HL7', 'Kubernetes', 'ETL']","['AWS', 'Kafka', 'BigQuery', 'Airflow', 'Snowflake', 'Milvus', 'MongoDB', 'LangGraph', 'HuggingFace', 'dbt']","['PMP', 'AWS Solutions Architect']","['ML Engineer', 'Data Scientist']","['Data Engineering', 'CAD']",[],"Rowan Moore has about 8.2 years of experience across Data Engineering, CAD, working with NLP, Docker, HIPAA, R and tools like AWS, Kafka, BigQuery.","['ETL pipelines', 'de-identification', 'time-series forecasting', 'predictive modeling', 'DevOps CI/CD', 'RAG pipeline', 'Realtime inference']",Senior,0.1,0.23,0.19,0.84,0.12,0.15,0.64,0.24,"['Data Warehousing in production', 'Used MongoDB', 'Built time-series forecasting']","['Projects in CAD', 'Industry: Retail', 'Sub: eCommerce']","['PMP', 'AWS Solutions Architect']","['dbt', 'AWS']",Career Page,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0778,Quinn Martinez,quinn.martinez945@outlook.com,(438) 774-2675,https://www.linkedin.com/in/quinnmartinez2966,https://github.com/quinn198,Houston,TX,USA,No,Unknown,Notice (14 days),7.7,Bachelor,['M.Eng. Civil Engineering'],['UC Berkeley'],"['English', 'Hindi']",Energy,['Oil & Gas'],"['Epic', 'TensorFlow', 'Docker', 'R', 'EHR', 'PyTorch', 'GraphQL', 'AutoCAD', 'Cerner']","['Kafka', 'Vertex AI', 'Milvus', 'SageMaker']",['HIPAA'],"['ML Engineer', 'DevOps Engineer']","['GenAI', 'Computer Vision', 'MLOps', 'Construction', 'Healthcare IT']",[],"Quinn Martinez has about 7.7 years of experience across GenAI, Computer Vision, MLOps, working with Epic, TensorFlow, Docker, R and tools like Kafka, Vertex AI, Milvus.","['AutoCAD automation', 'Realtime inference', 'EHR analytics', 'GraphQL APIs', 'Kubernetes ops']",Senior,0.76,0.6,0.75,0.03,0.23,0.77,0.02,0.82,"['GraphQL in production', 'Used Vertex AI', 'Built Realtime inference']","['Projects in MLOps', 'Industry: Energy', 'Sub: Oil & Gas']",['HIPAA'],"['Milvus', 'Vertex AI']",LinkedIn,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0779,Dakota Thomas,dakota.thomas312@gmail.com,(740) 658-6037,https://www.linkedin.com/in/dakotathomas4488,https://github.com/dakota38,San Diego,CA,USA,No,Hybrid,Unknown,7.2,HighSchool,"['B.S. Computer Science', 'B.Eng. Civil Engineering']","['Carnegie Mellon University', 'Georgia Tech']","['English', 'Arabic']",Government,['Civic Tech'],"['Kubernetes', 'Plotly', 'Revit', 'Cerner', 'HL7', 'FHIR', 'GenAI']","['AWS', 'Vertex AI', 'HuggingFace', 'LangGraph', 'dbt', 'GCP']","['HIPAA', 'AWS Solutions Architect']","['Software Engineer', 'Backend Engineer', 'ML Engineer']","['Computer Vision', 'Software Engineering', 'Data Engineering', 'Healthcare IT']",[],"Dakota Thomas has about 7.2 years of experience across Computer Vision, Software Engineering, Data Engineering, working with Kubernetes, Plotly, Revit, Cerner and tools like AWS, Vertex AI, HuggingFace.","['DevOps CI/CD', 'AutoCAD automation', 'FHIR integration', 'vector search', 'de-identification', 'GraphQL APIs']",Senior,0.2,0.52,0.08,0.27,0.09,0.74,0.87,0.1,"['Plotly in production', 'Used LangGraph', 'Built GraphQL APIs']","['Projects in Data Engineering', 'Industry: Government', 'Sub: Civic Tech']","['HIPAA', 'AWS Solutions Architect']","['AWS', 'AWS']",Referral,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0780,Skyler Brown,skyler.brown283@proton.me,(889) 311-7219,https://www.linkedin.com/in/skylerbrown1255,https://github.com/skyler369,Phoenix,AZ,USA,No,Hybrid,Employed,7.1,HighSchool,"['M.S. Computer Science', 'B.Eng. Civil Engineering']",['Northwestern University'],"['English', 'Spanish']",Government,['Public Health'],"['FastAPI', 'NLP', 'ETL', 'PyTorch', 'Java', 'HIPAA']","['Airflow', 'Kafka', 'AWS', 'BigQuery']","['AWS Developer', 'GCP Professional Data Engineer']","['Full-Stack Developer', 'DevOps Engineer', 'AI Engineer']","['Healthcare IT', 'Data Engineering', 'Software Engineering', 'GenAI', 'Security']",[],"Skyler Brown has about 7.1 years of experience across Healthcare IT, Data Engineering, Software Engineering, working with FastAPI, NLP, ETL, PyTorch and tools like Airflow, Kafka, AWS.","['ETL pipelines', 'GraphQL APIs', 'de-identification', 'predictive modeling', 'vector search', 'FHIR integration', 'AutoCAD automation']",Senior,0.69,0.9,0.02,0.25,0.09,0.04,0.73,0.14,"['NLP in production', 'Used Kafka', 'Built FHIR integration']","['Projects in Healthcare IT', 'Industry: Government', 'Sub: Public Health']","['AWS Developer', 'GCP Professional Data Engineer']","['BigQuery', 'Airflow']",Referral,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0781,Quinn Rodriguez,quinn.rodriguez349@gmail.com,(441) 222-1112,https://www.linkedin.com/in/quinnrodriguez43,https://github.com/quinn277,Portland,OR,USA,No,Remote,Unknown,9.2,HighSchool,['MBA'],['Northwestern University'],['English'],Healthcare,['Genomics'],"['Revit', 'Epic', 'GenAI', 'CI/CD', 'Flask', 'CAD', 'Matplotlib', 'AutoCAD', 'FastAPI', 'Java', 'Django', 'Data Warehousing']","['dbt', 'LangGraph', 'Snowflake', 'Milvus', 'GCP', 'MongoDB', 'BigQuery', 'HuggingFace', 'LangChain', 'Azure']",[],"['MLOps Engineer', 'AI Engineer']","['Healthcare IT', 'CAD', 'Computer Vision', 'Software Engineering']",[],"Quinn Rodriguez has about 9.2 years of experience across Healthcare IT, CAD, Computer Vision, working with Revit, Epic, GenAI, CI/CD and tools like dbt, LangGraph, Snowflake.","['Realtime inference', 'predictive modeling', 'RAG pipeline', 'AutoCAD automation', 'Kubernetes ops', 'FHIR integration', 'de-identification']",Senior,0.29,0.65,0.14,0.58,0.06,0.81,0.09,0.11,"['CI/CD in production', 'Used MongoDB', 'Built de-identification']","['Projects in Software Engineering', 'Industry: Healthcare', 'Sub: Genomics']",[],"['Snowflake', 'BigQuery']",LinkedIn,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0782,Jordan Smith,jordan.smith625@icloud.com,(837) 923-8510,https://www.linkedin.com/in/jordansmith7653,https://github.com/jordan271,Raleigh,NC,USA,Yes,Onsite,Open,3.9,Unknown,['B.S. Computer Science'],"['UC Berkeley', 'Stanford University']",['English'],Logistics,['Fleet'],"['PyTorch', 'Django', 'HL7', 'Epic', 'R', 'HIPAA', 'GraphQL', 'CAD', 'Matplotlib', 'Java', 'Plotly', 'Cerner']","['LangGraph', 'BigQuery', 'Elasticsearch', 'GCP', 'Azure', 'Vertex AI', 'AWS']","['TensorFlow Developer', 'GCP Professional Data Engineer']","['DevOps Engineer', 'AI Engineer']","['Security', 'Construction', 'CAD', 'Computer Vision']",[],"Jordan Smith has about 3.9 years of experience across Security, Construction, CAD, working with PyTorch, Django, HL7, Epic and tools like LangGraph, BigQuery, Elasticsearch.","['RAG pipeline', 'vector search', 'predictive modeling', 'EHR analytics', 'AutoCAD automation']",Mid,0.19,0.14,0.63,0.74,0.12,0.83,0.09,0.05,"['Matplotlib in production', 'Used Vertex AI', 'Built AutoCAD automation']","['Projects in CAD', 'Industry: Logistics', 'Sub: Fleet']","['TensorFlow Developer', 'GCP Professional Data Engineer']","['BigQuery', 'Azure']",Career Page,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0783,Elliot Wilson,elliot.wilson434@yahoo.com,(991) 664-1954,https://www.linkedin.com/in/elliotwilson1316,https://github.com/elliot762,Boston,MA,USA,Yes,Remote,Employed,1.9,PhD,['M.S. Data Science'],"['Carnegie Mellon University', 'Northwestern University']","['English', 'German', 'Mandarin']",Finance,['Risk'],"['Cerner', 'Kubernetes', 'AutoCAD', 'Power BI', 'CI/CD', 'TensorFlow', 'HL7', 'EHR', 'Matplotlib', 'Flask']","['SageMaker', 'HuggingFace', 'BigQuery', 'PostgreSQL', 'Elasticsearch', 'MongoDB']",['GCP Professional Data Engineer'],"['Software Engineer', 'Full-Stack Developer']","['Healthcare IT', 'GenAI', 'Unknown', 'CAD']",[],"Elliot Wilson has about 1.9 years of experience across Healthcare IT, GenAI, Unknown, working with Cerner, Kubernetes, AutoCAD, Power BI and tools like SageMaker, HuggingFace, BigQuery.","['Realtime inference', 'RAG pipeline', 'ETL pipelines', 'vector search', 'time-series forecasting']",Entry,0.62,0.59,0.24,0.89,0.13,0.25,0.28,0.13,"['Matplotlib in production', 'Used MongoDB', 'Built time-series forecasting']","['Projects in GenAI', 'Industry: Finance', 'Sub: Risk']",['GCP Professional Data Engineer'],"['PostgreSQL', 'SageMaker']",Referral,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0784,Dakota Wilson,dakota.wilson913@gmail.com,(217) 758-1760,https://www.linkedin.com/in/dakotawilson638,https://github.com/dakota830,Seattle,WA,USA,Yes,Remote,Employed,2.7,PhD,['M.S. Data Science'],"['Carnegie Mellon University', 'Stanford University']",['English'],Construction,"['BIM', 'Structural']","['AutoCAD', 'GenAI', 'Docker', 'PyTorch', 'FHIR', 'NLP', 'Power BI', 'Go']","['Elasticsearch', 'PostgreSQL', 'GCP', 'BigQuery', 'OpenAI API']",[],"['Backend Engineer', 'Full-Stack Developer']","['MLOps', 'NLP', 'CAD']",[],"Dakota Wilson has about 2.7 years of experience across MLOps, NLP, CAD, working with AutoCAD, GenAI, Docker, PyTorch and tools like Elasticsearch, PostgreSQL, GCP.","['AutoCAD automation', 'RAG pipeline', 'vector search', 'GraphQL APIs']",Mid,0.17,0.24,0.23,0.72,0.74,0.29,0.2,0.68,"['NLP in production', 'Used OpenAI API', 'Built AutoCAD automation']","['Projects in MLOps', 'Industry: Construction', 'Sub: BIM']",[],"['BigQuery', 'OpenAI API']",Referral,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0785,Jamie Garcia,jamie.garcia724@proton.me,(394) 545-6821,https://www.linkedin.com/in/jamiegarcia6792,https://github.com/jamie635,Denver,CO,USA,Unknown,Remote,Employed,2.9,Diploma,['B.S. Computer Science'],['Carnegie Mellon University'],"['English', 'Spanish']",Logistics,"['Fleet', 'Warehousing']","['Epic', 'Docker', 'NLP', 'PyTorch', 'HL7', 'TensorFlow', 'CI/CD', 'GenAI', 'Flask']","['Spark', 'Elasticsearch', 'Azure', 'Redis', 'LangChain', 'MongoDB', 'Vertex AI', 'AWS']","['Azure Fundamentals', 'GCP Professional Data Engineer']",['DevOps Engineer'],"['GenAI', 'Security', 'Software Engineering']",[],"Jamie Garcia has about 2.9 years of experience across GenAI, Security, Software Engineering, working with Epic, Docker, NLP, PyTorch and tools like Spark, Elasticsearch, Azure.","['DevOps CI/CD', 'GraphQL APIs', 'vector search', 'time-series forecasting', 'RAG pipeline', 'FHIR integration', 'Kubernetes ops']",Mid,0.84,0.13,0.28,0.3,0.17,0.18,0.07,0.16,"['Docker in production', 'Used Elasticsearch', 'Built FHIR integration']","['Projects in Software Engineering', 'Industry: Logistics', 'Sub: Warehousing']","['Azure Fundamentals', 'GCP Professional Data Engineer']","['AWS', 'LangChain']",Agency,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0786,Morgan Davis,morgan.davis987@gmail.com,(812) 912-1143,https://www.linkedin.com/in/morgandavis2327,https://github.com/morgan306,Austin,TX,USA,Yes,Onsite,Notice (14 days),1.7,Bachelor,"['M.S. Data Science', 'MBA']",['Carnegie Mellon University'],['English'],Retail,['Inventory'],"['GenAI', 'Kubernetes', 'GraphQL', 'Power BI', 'ETL', 'Data Warehousing']","['Elasticsearch', 'BigQuery', 'HuggingFace', 'SageMaker', 'Kafka', 'OpenAI API', 'Snowflake']","['TensorFlow Developer', 'AWS Solutions Architect']",['Data Engineer'],"['NLP', 'GenAI', 'Data Engineering']",[],"Morgan Davis has about 1.7 years of experience across NLP, GenAI, Data Engineering, working with GenAI, Kubernetes, GraphQL, Power BI and tools like Elasticsearch, BigQuery, HuggingFace.","['Realtime inference', 'vector search', 'AutoCAD automation', 'GraphQL APIs', 'predictive modeling', 'EHR analytics']",Entry,0.67,0.11,0.24,0.22,0.81,0.02,0.68,0.1,"['Power BI in production', 'Used SageMaker', 'Built Realtime inference']","['Projects in Data Engineering', 'Industry: Retail', 'Sub: Inventory']","['TensorFlow Developer', 'AWS Solutions Architect']","['BigQuery', 'OpenAI API']",LinkedIn,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0787,Sage Hernandez,sage.hernandez588@proton.me,(242) 770-9942,https://www.linkedin.com/in/sagehernandez8979,https://github.com/sage402,Miami,FL,USA,Unknown,Unknown,Unknown,2.8,Bachelor,"['M.S. Data Science', 'B.E. Computer Science']",['Northwestern University'],['English'],Education,"['Research', 'EdTech']","['CAD', 'PyTorch', 'Epic', 'Matplotlib', 'Docker', 'Django', 'R']","['GCP', 'LangChain', 'HuggingFace', 'AWS', 'LangGraph', 'dbt', 'BigQuery']",[],"['DevOps Engineer', 'ML Engineer', 'Full-Stack Developer']","['Construction', 'NLP']",[],"Sage Hernandez has about 2.8 years of experience across Construction, NLP, working with CAD, PyTorch, Epic, Matplotlib and tools like GCP, LangChain, HuggingFace.","['FHIR integration', 'RAG pipeline', 'Realtime inference', 'DevOps CI/CD', 'time-series forecasting', 'predictive modeling']",Mid,0.2,0.14,0.78,0.08,0.83,0.05,0.18,0.12,"['PyTorch in production', 'Used BigQuery', 'Built DevOps CI/CD']","['Projects in NLP', 'Industry: Education', 'Sub: Research']",[],"['LangChain', 'LangChain']",Agency,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0788,Sage Jones,sage.jones328@yahoo.com,(905) 424-3921,https://www.linkedin.com/in/sagejones5580,https://github.com/sage226,Phoenix,AZ,USA,Unknown,Unknown,Open,12.7,Master,"['M.S. Computer Science', 'B.S. Information Systems']",['UT Austin'],"['English', 'German']",Education,['Research'],"['Go', 'ETL', 'Epic', 'Plotly', 'Power BI', 'Cerner', 'React', 'Kubernetes', 'HIPAA']","['Azure', 'MongoDB', 'Elasticsearch', 'HuggingFace', 'BigQuery', 'LangChain']",[],"['Civil Engineer', 'ML Engineer', 'Software Engineer']","['Construction', 'Data Engineering', 'Security']",[],"Sage Jones has about 12.7 years of experience across Construction, Data Engineering, Security, working with Go, ETL, Epic, Plotly and tools like Azure, MongoDB, Elasticsearch.","['AutoCAD automation', 'ETL pipelines', 'DevOps CI/CD', 'FHIR integration']",Lead/Manager,0.05,0.18,0.74,0.25,0.18,0.0,0.72,0.13,"['Plotly in production', 'Used Elasticsearch', 'Built AutoCAD automation']","['Projects in Security', 'Industry: Education', 'Sub: Research']",[],"['BigQuery', 'Azure']",LinkedIn,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0789,Dakota Miller,dakota.miller242@gmail.com,(650) 256-3216,https://www.linkedin.com/in/dakotamiller3340,https://github.com/dakota254,Madison,WI,USA,No,Unknown,Open,8.0,PhD,"['M.S. Data Science', 'MBA']","['Carnegie Mellon University', 'Harvard University']","['English', 'Hindi']",Technology,['SaaS'],"['FastAPI', 'GenAI', 'R', 'EHR', 'NLP', 'TensorFlow', 'Revit']","['PostgreSQL', 'LangChain', 'SageMaker', 'Milvus', 'Azure']","['Azure Fundamentals', 'PMP']","['Backend Engineer', 'MLOps Engineer']","['NLP', 'Healthcare IT', 'Security', 'Unknown']",[],"Dakota Miller has about 8.0 years of experience across NLP, Healthcare IT, Security, working with FastAPI, GenAI, R, EHR and tools like PostgreSQL, LangChain, SageMaker.","['RAG pipeline', 'vector search', 'GraphQL APIs', 'de-identification']",Senior,0.3,0.77,0.23,0.21,0.78,0.05,0.12,0.13,"['FastAPI in production', 'Used SageMaker', 'Built GraphQL APIs']","['Projects in Healthcare IT', 'Industry: Technology', 'Sub: SaaS']","['Azure Fundamentals', 'PMP']","['Azure', 'Azure']",LinkedIn,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0790,Peyton Jackson,peyton.jackson121@outlook.com,(277) 564-7241,https://www.linkedin.com/in/peytonjackson3212,https://github.com/peyton889,Miami,FL,USA,Unknown,Unknown,Notice (30 days),7.4,Master,"['B.S. Information Systems', 'M.S. Data Science']",['Carnegie Mellon University'],['English'],Education,"['EdTech', 'Research']","['GraphQL', 'HIPAA', 'GenAI', 'AutoCAD', 'Plotly', 'TensorFlow', 'EHR', 'Matplotlib', 'HL7', 'Kubernetes', 'CI/CD', 'CAD', 'Flask', 'Cerner']","['Snowflake', 'Elasticsearch', 'Kafka', 'MongoDB', 'HuggingFace', 'Azure', 'BigQuery', 'AWS', 'dbt']",['HIPAA'],['ML Engineer'],"['GenAI', 'Data Engineering', 'Construction', 'Unknown', 'Healthcare IT']",[],"Peyton Jackson has about 7.4 years of experience across GenAI, Data Engineering, Construction, working with GraphQL, HIPAA, GenAI, AutoCAD and tools like Snowflake, Elasticsearch, Kafka.","['vector search', 'ETL pipelines', 'Kubernetes ops', 'Realtime inference', 'RAG pipeline', 'AutoCAD automation']",Senior,0.61,0.64,0.89,0.0,0.28,0.27,0.73,0.0,"['EHR in production', 'Used MongoDB', 'Built ETL pipelines']","['Projects in Unknown', 'Industry: Education', 'Sub: EdTech']",['HIPAA'],"['MongoDB', 'HuggingFace']",Other,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0791,Quinn Brown,quinn.brown887@gmail.com,(891) 554-3054,https://www.linkedin.com/in/quinnbrown9916,https://github.com/quinn653,Portland,OR,USA,No,Hybrid,Notice (30 days),14.0,Master,"['B.E. Computer Science', 'B.Eng. Civil Engineering']",['University of Chicago'],"['English', 'Mandarin']",Technology,"['Cloud', 'SaaS']","['Django', 'Kubernetes', 'HIPAA', 'GraphQL', 'FastAPI', 'Data Warehousing', 'Java', 'Power BI', 'EHR', 'HL7', 'React', 'Cerner', 'CAD']","['BigQuery', 'HuggingFace', 'Elasticsearch', 'Milvus', 'LangChain', 'MongoDB', 'Redis']",[],"['AI Engineer', 'DevOps Engineer', 'Civil Engineer']","['MLOps', 'Security', 'Software Engineering']",[],"Quinn Brown has about 14.0 years of experience across MLOps, Security, Software Engineering, working with Django, Kubernetes, HIPAA, GraphQL and tools like BigQuery, HuggingFace, Elasticsearch.","['Realtime inference', 'vector search', 'EHR analytics', 'FHIR integration', 'ETL pipelines']",Lead/Manager,0.13,0.26,0.04,0.17,0.02,0.26,0.08,0.76,"['Kubernetes in production', 'Used Redis', 'Built ETL pipelines']","['Projects in Security', 'Industry: Technology', 'Sub: Cloud']",[],"['Elasticsearch', 'MongoDB']",Agency,unknown,unknown,Rejected,unknown,unknown,2025-10-19
